Epoch,Train_Loss,Calib_Loss
1,0.0461492912627184,0.0033325322246399213
2,0.0037830259805160787,0.0015346199968990773
3,0.0021042254825348696,0.0013486026396443815
4,0.0017154922466012796,0.0013196335258307684
5,0.0015249442644221427,0.001125549166899025
6,0.0013849548912038495,0.0010326939510270881
7,0.001329866434653646,0.0011202975238542433
8,0.0012147314934907736,0.0011947035725837218
9,0.0012831786463810041,0.0010410295666212347
10,0.0011468626126935055,0.0009997638185592827
11,0.0011238681727751203,0.0010964969236370446
12,0.0011075360745454418,0.0009125490124828421
13,0.0010453260229973315,0.0009633830406295618
14,0.0010781638468974621,0.0011148928983758602
15,0.0010104856789822727,0.0009172015607462944
16,0.0010155058335738043,0.0008321974639028697
17,0.0009841228756539717,0.0008459003659658749
18,0.0009685365815365048,0.000937243079311789
19,0.0009323808287427625,0.0009564924702537592
20,0.000938843638438134,0.0009585314417033659
21,0.0009199749092479761,0.0008602818157663384
22,0.0009241259677593783,0.0008892880914367228
23,0.0008841357840996386,0.0009118685428972204
24,0.0008760599760769108,0.0009623071219941322
25,0.0008959969274914835,0.0008120594886270935
26,0.000855665269782163,0.0008724204557303617
27,0.0008836909405331462,0.0009200886348208402
28,0.0008627621047689776,0.0008994756041484532
29,0.0008490620695791313,0.0010437551286897162
30,0.000865256193215661,0.0008492940029423651
31,0.0008514370619458985,0.0010258937499750137
32,0.0009380701261209026,0.0008778611981806121
33,0.0008360366440986607,0.0008572935982401234
34,0.0008371192273471771,0.00090710206433884
35,0.0008260108046126586,0.0009279272282518667
