Epoch,Train_Loss,Calib_Loss
1,0.23381138321374972,0.10000441609188306
2,0.13165657629266128,0.09888141799069038
3,0.13069033450122242,0.09845773517438777
4,0.13006771006415377,0.0987916434504
5,0.1292641278086138,0.0986924682884173
6,0.12859675056327527,0.09859423280990952
7,0.12818190596686718,0.10001948717550355
8,0.12791292168034668,0.09837352655445904
9,0.1278005900181669,0.09827417877878351
10,0.12767123451697768,0.09842298079847701
11,0.12755871796010207,0.09904589368248161
12,0.1275098127136155,0.09843056723854231
13,0.12742987935134606,0.09862816840012092
14,0.12740973636406625,0.09820371762071305
15,0.12732738825107534,0.09800848143583554
16,0.12729841694825136,0.09863400461742153
17,0.1272878383595788,0.09816897846483925
18,0.12728165309365144,0.09883456403881069
19,0.1272432559936072,0.09828801113524828
20,0.12717974307998398,0.09826325803026739
21,0.12723340209480857,0.09845129271878826
22,0.12720028117349236,0.09793182993640603
23,0.1271582721413352,0.09834599588207078
24,0.12717711673775928,0.09826970324178365
25,0.12710657988926122,0.09846542443020503
26,0.1271276112942869,0.09844557023686805
27,0.12708036869188846,0.09825663138056559
28,0.12707950082945488,0.09868332390233595
29,0.12705143368900745,0.09935410971398742
30,0.12712028324490018,0.09870367269763497
31,0.12701374163347876,0.09912396823445935
32,0.12702089594177488,0.09814429213297822
